1 210
1.2 0
1.2 8
1.44 17
1.728 30
2.0736 23
2.48832 21
2.98598 27
3.58318 23
4.29982 16
5.15978 17
6.19174 8
7.43008 18
8.9161 6
10.6993 6
12.8392 3
12.8392 4
12.8392 2
12.8392 5
15.407 4
15.407 0
15.407 1
15.407 4
15.407 1
15.407 1
15.407 1
15.407 7
18.4884 4
18.4884 0
18.4884 0
18.4884 1
18.4884 1
18.4884 1
18.4884 2
18.4884 1
18.4884 1
18.4884 2
18.4884 1
18.4884 1
18.4884 0
18.4884 0
18.4884 2
18.4884 1
18.4884 3
18.4884 0
18.4884 2
18.4884 1
18.4884 3
18.4884 0
18.4884 3
18.4884 5
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 1
22.1861 1
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 3
22.1861 0
22.1861 0
22.1861 0
22.1861 2
22.1861 1
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 2
22.1861 4
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 2
22.1861 0
22.1861 1
22.1861 1
22.1861 1
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 2
22.1861 2
22.1861 0
22.1861 0
22.1861 1
22.1861 1
22.1861 2
22.1861 2
22.1861 0
22.1861 2
22.1861 1
22.1861 3
22.1861 1
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 1
22.1861 0
22.1861 3
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 2
22.1861 2
22.1861 0
22.1861 3
22.1861 0
22.1861 0
22.1861 2
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 2
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 0
22.1861 3
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 0
22.1861 1
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 2
22.1861 1
22.1861 0
22.1861 3
22.1861 1
22.1861 1
22.1861 3
22.1861 1
22.1861 0
22.1861 0
22.1861 2
22.1861 1
22.1861 0
22.1861 0
22.1861 0
22.1861 1
22.1861 1
22.1861 1
22.1861 1
22.1861 2
22.1861 0
22.1861 0
22.1861 2
22.1861 0
22.1861 0
22.1861 1
22.1861 1
22.1861 1
22.1861 2
22.1861 0
22.1861 1
22.1861 1
22.1861 0
22.1861 2
22.1861 5
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 2
26.6233 1
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 1
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
26.6233 0
25.2922 5
30.3506 0
30.3506 0
30.3506 1
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
30.3506 0
28.8331 1
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 1
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
28.8331 0
27.3914 4
27.3914 0
27.3914 1
27.3914 0
27.3914 1
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 1
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
27.3914 0
26.0218 1
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 3
26.0218 1
26.0218 0
26.0218 1
26.0218 1
26.0218 0
26.0218 0
26.0218 1
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 1
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
26.0218 0
24.7208 7
29.6649 0
29.6649 1
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 1
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
29.6649 0
28.1817 2
28.1817 0
28.1817 0
28.1817 0
28.1817 1
28.1817 0
28.1817 0
28.1817 0
28.1817 0
28.1817 0
28.1817 0
28.1817 0
28.1817 0
